Timestamp,Serial Number,Name,Mode,Alarm,rH,Temp
2023-01-05 04:30:53,1192,Rear Sliding Door Centre,STATE,RESET,0,9.6,
2023-01-04 23:09:58,1192,Rear Sliding Door Centre,STATE,RESET,0,10.3,
2023-01-04 17:48:55,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
2023-01-04 12:27:24,1192,Rear Sliding Door Centre,STATE,RESET,0,15.9,
2023-01-04 07:05:48,1192,Rear Sliding Door Centre,STATE,RESET,0,12,
2023-01-04 01:44:34,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
2023-01-03 20:23:35,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2023-01-03 15:02:42,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
2023-01-03 09:41:51,1192,Rear Sliding Door Centre,STATE,RESET,0,9.2,
2023-01-03 04:21:26,1192,Rear Sliding Door Centre,STATE,RESET,0,5,
2023-01-02 23:01:31,1192,Rear Sliding Door Centre,STATE,RESET,0,5,
2023-01-02 17:41:25,1192,Rear Sliding Door Centre,STATE,RESET,0,6.8,
2023-01-02 12:20:23,1192,Rear Sliding Door Centre,STATE,RESET,0,18.3,
2023-01-02 06:58:45,1192,Rear Sliding Door Centre,STATE,RESET,0,7.5,
2023-01-02 01:38:16,1192,Rear Sliding Door Centre,STATE,RESET,0,8.5,
2023-01-01 20:17:34,1192,Rear Sliding Door Centre,STATE,RESET,0,9.6,
2023-01-01 14:56:35,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
2023-01-01 09:35:02,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
2023-01-01 04:14:01,1192,Rear Sliding Door Centre,STATE,RESET,0,11,
2022-12-31 22:52:47,1192,Rear Sliding Door Centre,STATE,RESET,0,12.4,
2022-12-31 17:31:31,1192,Rear Sliding Door Centre,STATE,RESET,0,11.7,
2022-12-31 12:10:19,1192,Rear Sliding Door Centre,STATE,RESET,0,13.1,
2022-12-31 06:49:00,1192,Rear Sliding Door Centre,STATE,RESET,0,10.6,
2022-12-31 01:28:10,1192,Rear Sliding Door Centre,STATE,RESET,0,9.9,
